customer,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,vehicle_type
GO14008,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,B
UI57491,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Small,B
AN32867,California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,A
GV21882,Nevada,No,Basic,High School or Below,Medical Leave,F,Urban,Single,Personal Auto,Personal L3,Offer3,Call Center,Sports Car,Medsize,B
GM83516,Arizona,No,Basic,College,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer2,Agent,Four-Door Car,Medsize,B
AY98473,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,SUV,Small,B
FW35631,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Call Center,SUV,Small,B
AI11191,Arizona,No,Basic,High School or Below,Employed,F,Rural,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize,B
SH36774,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Web,Luxury SUV,Medsize,A
BM69818,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Medsize,A
TN90661,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,B
HH99354,Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Call Center,Two-Door Car,Medsize,B
TH68648,California,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize,A
FH39427,Nevada,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer4,Agent,Two-Door Car,Medsize,B
KE35335,Washington,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Small,B
ZW32080,Nevada,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,B
JD75068,Oregon,No,Basic,College,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,A
TG40558,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Medsize,A
EP61084,Nevada,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,B
UG18431,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Special Auto,Special L3,Offer2,Call Center,SUV,Medsize,A
ZT86224,Nevada,No,Extended,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,A
PU98976,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
JP40952,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize,B
KF88603,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,SUV,Medsize,B
ZU88113,Oregon,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,B
MT16688,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Offer3,Branch,Four-Door Car,Medsize,A
VC22097,Washington,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Medsize,B
EV32492,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer4,Web,Four-Door Car,Medsize,A
WK88044,Arizona,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
CF46699,Oregon,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize,A
ZZ91716,California,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Small,B
TR18791,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Two-Door Car,Small,B
OB88698,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Medsize,B
KZ80424,Washington,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,B
TD43065,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize,B
ZI72165,Unknown,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Branch,Four-Door Car,Medsize,A
No19664,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Large,A
TN66124,California,No,Extended,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Offer4,Web,Two-Door Car,Medsize,B
DE23903,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Medsize,A
LA52988,Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize,A
ME87834,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,SUV,Medsize,A
PI96349,California,Yes,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,B
LE95702,California,Yes,Basic,College,Retired,M,Suburban,Single,Special Auto,Special L3,Offer1,Agent,Four-Door Car,Medsize,B
EV68966,California,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize,A
HF11584,Arizona,No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,A
NY20756,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,B
SE50560,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer3,Branch,Two-Door Car,Medsize,A
DG23204,California,No,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,B
VM50666,California,No,Basic,Doctor,Unemployed,M,Suburban,Divorced,Special Auto,Special L3,Offer1,Branch,Four-Door Car,Large,A
EB93628,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Web,Two-Door Car,Small,B
VL51487,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,SUV,Large,B
GJ47896,Arizona,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize,A
NU32697,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,B
IJ36435,California,No,Extended,College,Unemployed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,A
TI48450,California,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Call Center,Two-Door Car,Medsize,A
HK15299,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,A
NZ81536,Washington,No,Extended,Doctor,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,A
GD55093,California,Yes,Extended,Master,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Agent,Luxury SUV,Medsize,A
GZ64473,Nevada,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
PK51938,Oregon,No,Extended,College,Retired,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer4,Branch,Four-Door Car,Small,A
MX93376,California,No,Basic,College,Retired,F,Suburban,Divorced,Personal Auto,Personal L1,Offer3,Call Center,Two-Door Car,Small,B
JQ81164,California,No,Extended,College,Disabled,F,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Agent,Two-Door Car,Large,B
KE70943,California,No,Extended,College,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Web,SUV,Medsize,B
PO89542,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,B
OD66412,California,No,Basic,Doctor,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,B
SI78985,Oregon,No,Premium,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer3,Web,Four-Door Car,Medsize,B
MC85738,California,Yes,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize,A
PW90662,Oregon,No,Extended,College,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer1,Web,SUV,Medsize,B
UG37492,California,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,A
RO25639,Unknown,No,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,B
GG87344,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,A
XM91056,California,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize,B
XU98055,Arizona,No,Extended,College,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,SUV,Medsize,B
LW12893,Unknown,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Small,B
VY40793,Oregon,Yes,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize,A
GD83998,Washington,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Small,A
XH85336,Washington,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,B
MV54498,California,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,A
MM50888,Unknown,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize,A
VO84133,California,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,B
AC67315,Nevada,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Sports Car,Large,A
KG71396,Nevada,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize,B
QR15592,Arizona,No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,B
UY94269,Oregon,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Two-Door Car,Medsize,B
WC21901,Arizona,No,Basic,College,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,B
YG11074,Unknown,No,Extended,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Offer1,Call Center,SUV,Medsize,B
HR50405,Oregon,No,Basic,Bachelor,Medical Leave,F,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,B
XL90594,California,No,Extended,College,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,B
TL39187,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer3,Branch,Two-Door Car,Medsize,B
WH62198,California,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Small,A
RM10880,California,Yes,Extended,College,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,B
GV62858,California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,B
PK24825,Unknown,No,Extended,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer3,Call Center,Four-Door Car,Large,B
EL62967,Oregon,No,Basic,High School or Below,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize,A
SB60942,Unknown,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer4,Branch,Two-Door Car,Medsize,A
JW33458,California,No,Basic,Master,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer3,Call Center,Four-Door Car,Medsize,A
NK26146,Washington,No,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer4,Call Center,Four-Door Car,Small,A
GP19791,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small,A
BC48076,Washington,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Luxury Car,Medsize,A
CX58204,Nevada,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize,B
QU93024,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,A
TI19722,Washington,Yes,Extended,Doctor,Employed,M,Rural,Divorced,Corporate Auto,Corporate L2,Offer2,Branch,Four-Door Car,Medsize,B
ZI85739,California,No,Extended,Master,Unemployed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Branch,SUV,Small,A
ON68006,California,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
ZZ20738,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Sports Car,Medsize,B
GP37412,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Two-Door Car,Small,B
DL26809,Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Small,A
XB43625,Arizona,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small,B
AW86033,California,No,Basic,College,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize,A
IS55638,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize,A
TP33286,Washington,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Agent,Four-Door Car,Medsize,A
BW52697,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize,A
GL32197,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize,B
PM11577,Oregon,No,Premium,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Web,Two-Door Car,Medsize,B
KZ26788,Washington,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize,B
TK60799,Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Small,A
OJ90342,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,A
WO17738,Oregon,No,Premium,High School or Below,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Large,B
OS21957,California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer4,Call Center,SUV,Small,A
GM54723,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Small,A
RN82884,Arizona,Yes,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,B
WS57286,Arizona,No,Basic,College,Unemployed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,B
JU66696,California,No,Extended,Master,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer3,Branch,Sports Car,Large,A
VM51572,Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,B
HR64765,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Luxury Car,Small,A
UH45301,Oregon,No,Premium,College,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize,B
BG48083,Nevada,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Web,Two-Door Car,Medsize,A
ZK56389,Arizona,Yes,Basic,High School or Below,Retired,F,Suburban,Divorced,Special Auto,Special L3,Offer1,Branch,Four-Door Car,Medsize,A
TB88830,California,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize,B
NJ11986,Arizona,No,Premium,Master,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer1,Web,Two-Door Car,Medsize,B
HY43263,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Small,A
VK43303,Oregon,No,Extended,Bachelor,Employed,M,Urban,Single,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Medsize,A
PV62467,Unknown,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,B
IV98398,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Web,SUV,Medsize,B
VB94165,Nevada,No,Extended,Master,Unemployed,M,Suburban,Married,Special Auto,Special L2,Offer1,Agent,Two-Door Car,Small,B
RJ80405,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize,A
YB33445,Oregon,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Offer1,Call Center,SUV,Medsize,A
UE96503,California,No,Basic,Doctor,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Web,Four-Door Car,Medsize,A
XV84099,Arizona,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Call Center,Four-Door Car,Medsize,B
GP13187,California,No,Basic,Master,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Luxury Car,Medsize,A
ZG59671,Oregon,No,Extended,College,Employed,M,Rural,Divorced,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,B
DS47984,Arizona,Yes,Extended,Master,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize,A
CC31456,Arizona,No,Extended,Bachelor,Employed,M,Rural,Married,Special Auto,Special L2,Offer2,Web,Four-Door Car,Medsize,A
ZC32761,Arizona,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Large,B
BH36570,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Small,B
MY51849,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Large,A
KB53430,Unknown,No,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize,B
MH76107,California,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Medsize,B
VW63894,California,No,Extended,Master,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer3,Web,Four-Door Car,Medsize,A
YI70563,California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Small,A
RA29518,Washington,No,Extended,Master,Employed,M,Rural,Married,Special Auto,Special L3,Offer1,Branch,SUV,Medsize,A
ZW76597,California,No,Basic,Bachelor,Retired,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Small,A
BC90645,California,No,Basic,Master,Employed,F,Rural,Single,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,A
RM34371,Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,Two-Door Car,Medsize,B
XS44101,California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,A
DS45802,California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize,B
QZ70160,Nevada,No,Basic,College,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,B
LY30169,California,No,Extended,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer4,Agent,Four-Door Car,Medsize,A
GW14698,Arizona,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer4,Web,Four-Door Car,Medsize,A
SP36555,Arizona,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,A
XP52012,Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,B
FR17176,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
FH22095,California,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Branch,Two-Door Car,Small,A
NT43594,Unknown,No,Basic,Bachelor,Retired,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,A
QC95625,California,Yes,Premium,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,B
HY86417,Arizona,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Two-Door Car,Medsize,B
LU40443,Oregon,No,Basic,Master,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize,A
JP55271,Oregon,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Call Center,SUV,Small,B
NX62002,Oregon,Yes,Basic,College,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize,B
PU98976,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
ZO16199,California,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Small,A
ZI95657,California,Yes,Extended,Doctor,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Medsize,A
AO20938,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,SUV,Small,A
FX65946,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,A
KL39500,Arizona,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,B
CZ56843,California,No,Extended,College,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Medsize,B
FN33339,Oregon,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize,B
SY48471,California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
NV11692,Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Large,A
HN35280,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize,A
GY69750,Oregon,No,Basic,Master,Unemployed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Large,B
ZM31116,Arizona,No,Extended,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,A
ZW71731,California,No,Extended,Bachelor,Employed,M,Urban,Divorced,Corporate Auto,Corporate L3,Offer1,Web,SUV,Medsize,B
ZK54897,Arizona,Yes,Premium,Master,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,A
ZY99878,California,No,Premium,High School or Below,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize,A
BZ44726,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Two-Door Car,Medsize,B
KY29506,California,No,Premium,College,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
GL67540,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
XF94149,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,SUV,Medsize,A
UD61088,California,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Small,A
SS63511,California,Yes,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Medsize,A
JR82641,Arizona,No,Extended,Master,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Agent,SUV,Medsize,B
SK47162,Oregon,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize,A
No73819,California,No,Extended,Master,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Sports Car,Large,B
YN75239,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Luxury SUV,Small,A
HG65194,Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize,A
HU87011,California,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Web,Four-Door Car,Medsize,B
ZW51790,Unknown,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Small,A
